year,name,gender,number
1993,"Caterina","f",2
1993,"Catrina","f",1
1993,"Cécile","f",1
1993,"Celia","f",1
1993,"Celina","f",1
1993,"Celine","f",1
1993,"Céline","f",5
1993,"Ceren","f",1
1993,"Chandani","f",1
1993,"Chantal","f",10
1993,"Charis","f",1
1993,"Charlene","f",2
1993,"Charlotte","f",1
1993,"Charmilaa","f",1
1993,"Chaya","f",1
1993,"Cherilyn","f",1
1993,"Cheyenne","f",3
1993,"Chiara","f",11
1993,"Christelle","f",1
1993,"Christina","f",2
1993,"Christine","f",2
1993,"Cinzia","f",1
1993,"Claire","f",1
1993,"Clara","f",2
1993,"Clarissa","f",2
1993,"Claudia","f",2
1993,"Claudine","f",3
1993,"Clémence","f",1
1993,"Constance","f",1
1993,"Cora","f",1
1993,"Corina","f",2
1993,"Corinna","f",1
1993,"Corinne","f",2
1993,"Cornelia","f",1
1993,"Cosimina","f",1
1993,"Cristina","f",1
1993,"Cynthia","f",2
1993,"Daisy","f",1
1993,"Dalia","f",1
1993,"Daliborka","f",1
1993,"Damaris","f",1
1993,"Dámaris","f",1
1993,"Damira","f",1
1993,"Damla","f",1
1993,"Danica","f",1
1993,"Daniela","f",4
1993,"Danielle","f",2
1993,"Danijela","f",2
1993,"Danina","f",1
1993,"Danja","f",1
1993,"Daphne","f",1
1993,"Dara","f",1
1993,"Darina","f",2
1993,"Debora","f",3
1993,"Débora","f",1
1993,"Deborah","f",5
1993,"Deepa","f",1
1993,"Delia","f",2
1993,"Delvina","f",1
1993,"Denise","f",1
1993,"Denja","f",1
1993,"Désirée","f",5
1993,"Diana","f",5
1993,"Didem","f",1
1993,"Dijana","f",3
1993,"Dilara","f",3
1993,"Dina","f",1
1993,"Dinore","f",1
1993,"Dominique","f",2
1993,"Donatella","f",1
1993,"Donijeta","f",1
1993,"Donja","f",1
1993,"Donjeta","f",1
1993,"Doris","f",2
1993,"Dorsa","f",1
1993,"Doruntina","f",1
1993,"Dragana","f",2
1993,"Drita","f",1
1993,"Dvora","f",1
1993,"Ebru","f",2
1993,"Ebtisam","f",1
1993,"Ecem","f",1
1993,"Edona","f",1
1993,"Egsona","f",1
1993,"Egzona","f",1
1993,"Elena","f",4
1993,"Eleni","f",2
1993,"Eleonora","f",2
1993,"Eliana","f",2
1993,"Eliane","f",1
1993,"Elianne","f",1
1993,"Elif","f",1
1993,"Elisa","f",3
1993,"Elischewa","f",1
1993,"Elizabeth","f",1
1993,"Ella","f",3
1993,"Elma","f",1
1993,"Elodie","f",2
1993,"Elvira","f",1
1993,"Elyne","f",1
1993,"Emilia","f",1
1993,"Encarna","f",1
1993,"Enrica","f",1
1993,"Ermelinda","f",1
1993,"Esther","f",5
1993,"Eva","f",5
1993,"Eve","f",1
1993,"Eveline","f",1
1993,"Evelyn","f",2
1993,"Ezgi","f",1
1993,"Fabia","f",1
1993,"Fabiana","f",1
1993,"Fabienne","f",7
1993,"Fanny","f",2
1993,"Farah","f",1
1993,"Fatemah","f",1
1993,"Fatima","f",2
1993,"Fatlinda","f",2
1993,"Fatma","f",1
1993,"Fazmina","f",1
1993,"Federica","f",2
1993,"Felicia","f",1
1993,"Felizitas","f",1
1993,"Fetije","f",1
1993,"Fidan","f",1
1993,"Fiola","f",1
1993,"Fiona","f",2
1993,"Fitore","f",1
1993,"Fjoralba","f",1
1993,"Flamure","f",1
1993,"Flavia","f",2
1993,"Florentina","f",1
1993,"Florentine","f",2
1993,"Florina","f",1
1993,"Florine","f",1
1993,"Flurina","f",1
1993,"Franca","f",1
1993,"Francesca","f",3
1993,"Franziska","f",7
1993,"Frideriki","f",1
1993,"Fultra","f",1
1993,"Gabriela","f",3
1993,"Gamze","f",1
1993,"Gehate","f",1
1993,"Gentiana","f",1
1993,"Georgia","f",3
1993,"Georgina","f",1
1993,"Georgine","f",1
1993,"Geraldine","f",2
1993,"Géraldine","f",1
1993,"Gëzime","f",1
1993,"Giada","f",1
1993,"Gianna","f",1
1993,"Gilda","f",1
1993,"Gilgia","f",1
1993,"Gina","f",2
1993,"Ginea","f",1
1993,"Ginette","f",1
1993,"Ginger","f",1
1993,"Gioia","f",1
1993,"Giulia","f",4
1993,"Giuliana","f",1
1993,"Golda","f",1
1993,"Graciela","f",1
1993,"Greta","f",1
1993,"Gül","f",1
1993,"Gülbeyaz","f",1
1993,"Guldan","f",1
1993,"Gülüsen","f",1
1993,"Gwendoline","f",1
1993,"Hadye","f",1
1993,"Hanan","f",1
1993,"Hanna","f",1
1993,"Hannah","f",2
1993,"Hatice","f",1
1993,"Haxhije","f",1
1993,"Helene","f",1
1993,"Hélène","f",1
1993,"Hilal","f",2
1993,"Hyun-Jeong","f",1
1993,"Ilakhiyah","f",1
1993,"Ilaria","f",5
1993,"Imane","f",1
1993,"Immacolata","f",1
1993,"Inda","f",1
1993,"Iolanda","f",1
1993,"Irem","f",1
1993,"Irene","f",1
1993,"Irina","f",1
1993,"Iris","f",1
1993,"Isabel","f",1
1993,"Isabelle","f",9
1993,"Isidora","f",2
1993,"Isis","f",1
1993,"Ivana","f",3
1993,"Iwana","f",1
1993,"Izabel","f",1
1993,"Izabella","f",1
1993,"Jacqueline","f",4
1993,"Jahanara","f",1
1993,"Jale","f",1
1993,"Jana","f",5
1993,"Jananie","f",1
1993,"Janete","f",1
1993,"Janine","f",1
1993,"Janitha","f",1
1993,"Jannik","f",1
1993,"Jasmin","f",16
1993,"Jasmina","f",1
1993,"Jasmine","f",3
1993,"Jasrina","f",1
1993,"Jeannette","f",2
1993,"Jeannine","f",2
1993,"Jelena","f",2
1993,"Jeniffer","f",1
1993,"Jenni","f",1
1993,"Jennifer","f",8
1993,"Jenny","f",2
1993,"Jenusya","f",1
1993,"Jesil","f",1
1993,"Jesna","f",1
1993,"Jessica","f",15
1993,"Jeta","f",1
1993,"Jill","f",1
1993,"Jini","f",1
1993,"Joana","f",2
1993,"Joëlle","f",4
1993,"Johanna","f",5
1993,"Jolanda","f",1
1993,"Jonathen","f",1
1993,"Josephine","f",1
1993,"Josiane","f",1
1993,"Jovana","f",1
1993,"Joy","f",3
1993,"Judith","f",2
1993,"Julia","f",13
1993,"Juliana","f",1
1993,"Julie","f",1
1993,"Juliette","f",2
1993,"Julijana","f",1
1993,"Justine","f",1
1993,"Juwela","f",1
1993,"Kaltrin","f",1
1993,"Kaltrina","f",1
1993,"Kardelen","f",1
1993,"Karen","f",1
1993,"Karin","f",2
1993,"Karine","f",1
1993,"Karolin","f",1
1993,"Karolina","f",2
1993,"Kassandra","f",1
1993,"Kasthuri","f",1
1993,"Katarina","f",2
1993,"Katharina","f",3
1993,"Katherine","f",1
1993,"Kathia","f",1
1993,"Kathrin","f",1
1993,"Katinka","f",1
1993,"Katja","f",4
1993,"Katrin","f",1
1993,"Keerthana","f",3
1993,"Keerthanah","f",1
1993,"Keerthika","f",1
1993,"Kehla","f",1
1993,"Kevser","f",1
1993,"Kezban","f",1
1993,"Kim","f",2
1993,"Kim Lyn","f",1
1993,"Kimberly","f",1
1993,"Kira","f",1
1993,"Kirishandiny","f",1
1993,"Klara","f",1
1993,"Klaudia","f",1
1993,"Kristina","f",2
1993,"Kyra","f",1
1993,"Ladina","f",2
1993,"Laila","f",3
1993,"Lajla","f",1
1993,"Lan Thy","f",1
1993,"Lara","f",14
1993,"Larglinda","f",1
1993,"Larissa","f",4
1993,"Laura","f",31
1993,"Lauren","f",2
1993,"Layla","f",1
1993,"Lea","f",8
1993,"Léa","f",1
1993,"Leandra","f",1
1993,"Lena","f",5
1993,"Lene","f",1
1993,"Leonie","f",6
1993,"Leonora","f",2
1993,"Leotrina","f",1
1993,"Lesly","f",1
1993,"Letizia","f",1
1993,"Leyla","f",2
1993,"Libby","f",1
1993,"Lidia","f",1
1993,"Lidija","f",2
1993,"Liliana","f",5
1993,"Lillian","f",1
1993,"Lillybelle","f",1
1993,"Linda","f",8
1993,"Lindita","f",1
1993,"Linn","f",1
1993,"Liora","f",2
1993,"Liridana","f",1
1993,"Liridona","f",2
1993,"Lirijona","f",1
1993,"Lisa","f",7
1993,"Livia","f",7
1993,"Ljiljana","f",1
1993,"Loredana","f",2
1993,"Lorena","f",4
1993,"Louise","f",1
1993,"Luana","f",3
1993,"Lucia","f",2
1993,"Lucie","f",1
1993,"Lucy","f",2
1993,"Luisa","f",3
1993,"Luzia","f",1
1993,"Lydia","f",2
1993,"Lynne","f",1
1993,"Ma Vi","f",1
1993,"Maaike","f",1
1993,"Macah","f",1
1993,"Madalyna","f",1
1993,"Madeleine","f",1
1993,"Magfire","f",1
1993,"Mailawi","f",1
1993,"Maïmouna","f",1
1993,"Maira","f",1
1993,"Maja","f",7
1993,"Male","f",1
1993,"Malka","f",1
1993,"Manuela","f",5
1993,"Mara","f",1
1993,"Marcelline","f",1
1993,"Marcia","f",2
1993,"Marea","f",1
1993,"Margot","f",1
1993,"Maria","f",10
1993,"Maria de las Niev","f",1
1993,"Marianna","f",1
1993,"Maribel","f",1
1993,"Marie-ALix","f",1
1993,"Marigona","f",2
1993,"Marija","f",2
1993,"Marijana","f",2
1993,"Mariko","f",1
1993,"Marina","f",7
1993,"Marinprasanna","f",1
1993,"Marisa","f",4
1993,"Marlen","f",1
1993,"Marlene","f",2
1993,"Marlène","f",1
1993,"Marta","f",1
1993,"Martina","f",8
1993,"Marua","f",1
1993,"Mary-Anne","f",1
1993,"Maryam","f",1
1993,"Masako","f",1
1993,"Mateja","f",1
1993,"Matilda","f",1
1993,"Maud","f",1
1993,"Maude","f",1
1993,"Maureen","f",2
1993,"Maxi","f",1
1993,"Maya","f",1
1993,"Medya","f",1
1993,"Meenu","f",1
1993,"Melani","f",1
1993,"Melanie","f",22
1993,"Mélanie","f",1
1993,"Melany","f",1
1993,"Melike","f",2
1993,"Melina","f",6
1993,"Melisa","f",1
1993,"Melissa","f",2
1993,"Meltem","f",1
1993,"Meret","f",3
1993,"Mërgime","f",1
1993,"Merita","f",1
1993,"Merjem","f",1
1993,"Merlinda","f",1
1993,"Mervat","f",1
1993,"Meryem","f",1
1993,"Mia","f",1
1993,"Michaela","f",2
1993,"Michèle","f",5
1993,"Michelle","f",11
1993,"Milena","f",8
1993,"Milica","f",2
1993,"Milkica","f",1
1993,"Mimoza","f",1
1993,"Minehan","f",1
1993,"Miralem","f",1
1993,"Miranda","f",1
1993,"Mirela","f",1
1993,"Mirella","f",1
1993,"Miriam","f",1
1993,"Mirjam","f",3
1993,"Mirjana","f",3
1993,"Mirlanda","f",1
1993,"Miryam","f",1
1993,"Moira","f",1
1993,"Molly","f",1
1993,"Mona","f",1
1993,"Monia","f",1
1993,"Monica","f",2
1993,"Monika","f",2
1993,"Mounir","f",1
1993,"Muriel","f",3
1993,"Muvedet","f",1
1993,"My Giang","f",1
1993,"Myriam","f",2
1993,"Nadia","f",2
1993,"Nadine","f",8
1993,"Nadisa","f",1
1993,"Nadja","f",2
1993,"Naemi","f",1
1993,"Naiara","f",1
1993,"Naira","f",1
1993,"Naomi","f",4
1993,"Natalia","f",1
1993,"Natalie","f",5
1993,"Natasa","f",3
1993,"Natascha","f",3
1993,"Natasha","f",1
1993,"Nathalie","f",8
1993,"Nathaly","f",1
1993,"Nechama","f",1
1993,"Neda","f",1
1993,"Nevena","f",1
1993,"Nicole","f",12
1993,"Nicoletta","f",1
1993,"Nina","f",8
1993,"Nirusha","f",1
1993,"Niyana","f",1
1993,"Noelia","f",1
1993,"Noëlle","f",1
1993,"Noemi","f",4
1993,"Noémie","f",3
1993,"Nora","f",3
1993,"Nour","f",1
1993,"Nur","f",1
1993,"Nuria","f",2
1993,"Nurina","f",1
1993,"Octavia","f",1
1993,"Odilia","f",1
1993,"Olivia","f",5
1993,"Orly","f",1
1993,"Ornella","f",2
1993,"Öykü","f",1
1993,"Özlem","f",1
1993,"Pamela","f",1
1993,"Pascale","f",2
1993,"Patricia","f",9
1993,"Patrizia","f",3
1993,"Paula","f",1
1993,"Pauline","f",2
1993,"Pavithera","f",1
1993,"Pavithiria","f",1
1993,"Pearl","f",1
1993,"Peschi","f",1
1993,"Petra","f",2
1993,"Phoebe","f",1
1993,"Pia","f",2
1993,"Pirassa","f",1
1993,"Pornpanee","f",1
1993,"Pratheebana","f",1
1993,"Primiya","f",1
1993,"Prisca","f",1
1993,"Priscilla","f",1
1993,"Rachel","f",4
1993,"Radia","f",1
1993,"Raffaella","f",2
1993,"Rahel","f",12
1993,"Ramona","f",4
1993,"Rana","f",1
1993,"Rayyan","f",1
1993,"Rebeca","f",3
1993,"Rebecca","f",8
1993,"Rebeka","f",1
1993,"Rebekka","f",4
1993,"Renan","f",1
1993,"Reshma","f",1
1993,"Rhea","f",1
1993,"Rina","f",1
1993,"Rinore","f",1
1993,"Risikga","f",1
1993,"Rita","f",1
1993,"Rixa","f",1
1993,"Rocio","f",1
1993,"Romana","f",1
1993,"Romina","f",1
1993,"Rona","f",1
1993,"Roni","f",1
1993,"Rosa","f",1
1993,"Rosalia","f",1
1993,"Roshan","f",1
1993,"Roxan","f",1
1993,"Roxane","f",1
1993,"Roxanne","f",1
1993,"Rui","f",1
1993,"Rukhsar","f",1
1993,"Rümeysa","f",1
1993,"Ruth","f",2
1993,"Sabina","f",2
1993,"Sabrina","f",16
1993,"Sabrine","f",1
1993,"Saghana","f",1
1993,"Sahana","f",1
1993,"Sahira","f",1
1993,"Sally","f",1
1993,"Salma","f",1
1993,"Salome","f",6
1993,"Salsabila","f",1
1993,"Samanta","f",1
1993,"Samantha","f",5
1993,"Samia","f",1
1993,"Samira","f",6
1993,"Samire","f",1
1993,"Samya","f",1
1993,"Sanae","f",1
1993,"Sanda","f",1
1993,"Sandra","f",12
1993,"Sandy","f",2
1993,"Sara","f",14
1993,"Sarafina","f",1
1993,"Sarah","f",25
1993,"Saranda","f",1
1993,"Saranja","f",1
1993,"Sarina","f",1
1993,"Sarri","f",1
1993,"Sascha","f",1
1993,"Sasha","f",1
1993,"Saskia","f",3
1993,"Sayaka","f",1
1993,"Scheindel","f",1
1993,"Seda","f",2
1993,"Sefora","f",1
1993,"Selda","f",1
1993,"Selene","f",1
1993,"Selin","f",3
1993,"Selina","f",11
1993,"Seline","f",1
1993,"Selma","f",2
1993,"Sema","f",1
1993,"Sena","f",1
1993,"Senta","f",1
1993,"Seraina","f",4
1993,"Seraphine","f",2
1993,"Seraya","f",1
1993,"Sereina","f",2
1993,"Seren","f",1
1993,"Serena","f",1
1993,"Serina","f",1
1993,"Sevil","f",1
1993,"Shagana","f",1
1993,"Shakeela","f",1
1993,"Shannen","f",1
1993,"Sharon","f",1
1993,"Sheila","f",4
1993,"Shejnaz","f",1
1993,"Sherin","f",2
1993,"Sherine","f",1
1993,"Sheysa","f",1
1993,"Shirley","f",1
1993,"Shiwa","f",1
1993,"Shona","f",1
1993,"Sibel","f",2
1993,"Sibylle","f",1
1993,"Siiri","f",1
1993,"Silvana","f",2
1993,"Silvia","f",3
1993,"Simona","f",1
1993,"Simone","f",5
1993,"Sina","f",1
1993,"Sinéad","f",1
1993,"Sinem","f",2
1993,"Sinja","f",1
1993,"Sinthiya","f",1
1993,"Sinthuja","f",1
1993,"Sira","f",1
1993,"Sivan","f",1
1993,"Siwan","f",1
1993,"Sjoukje","f",1
1993,"Sofia","f",1
1993,"Sonia","f",2
1993,"Sonja","f",1
1993,"Sophia","f",7
1993,"Sophie","f",8
1993,"Soraya","f",2
1993,"Soumaia","f",1
1993,"Spasenija","f",1
1993,"Stefani","f",2
1993,"Stéfani","f",1
1993,"Stefania","f",2
1993,"Stefanie","f",8
1993,"Stella","f",1
1993,"Stephanie","f",9
1993,"Stéphanie","f",1
1993,"Stergiani","f",1
1993,"Stevina","f",1
1993,"Suad","f",1
1993,"Sunthatisi","f",1
1993,"Sursana","f",1
1993,"Susan","f",1
1993,"Svenja","f",1
1993,"Swetha","f",1
1993,"Sylvia","f",1
1993,"Tabea","f",2
1993,"Tabita","f",2
1993,"Talia","f",1
1993,"Tamara","f",12
1993,"Tania","f",2
1993,"Tânia","f",1
1993,"Tanja","f",5
1993,"Tanveer","f",1
1993,"Tanya","f",2
1993,"Tara","f",2
1993,"Tatiana","f",1
1993,"Tatjana","f",2
1993,"Tavira","f",1
1993,"Tena","f",1
1993,"Tereza","f",1
1993,"Tess","f",1
1993,"Tessa","f",1
1993,"Thanuja","f",2
1993,"Thanusia","f",1
1993,"Thi Le Hang","f",1
1993,"Thiruchighaa","f",1
1993,"Thisanthi","f",1
1993,"Thivja","f",1
1993,"Thulasi","f",1
1993,"Thurshalini","f",1
1993,"Thursithaa","f",1
1993,"Thushyanthy","f",1
1993,"Tiffany","f",2
1993,"Tijana","f",1
1993,"Tilia","f",1
1993,"Timea","f",1
1993,"Tina","f",2
1993,"Tirza","f",1
1993,"Tiziana","f",4
1993,"Toba","f",1
1993,"Tosca","f",1
1993,"Truc Phuong","f",1
1993,"Tuvia","f",1
1993,"Ümran","f",1
1993,"Ursina","f",1
1993,"Valdrina","f",1
1993,"Valentina","f",7
1993,"Valeria","f",3
1993,"Valerie","f",2
1993,"Van Y","f",1
1993,"Vanesa","f",1
1993,"Vanessa","f",15
1993,"Vania","f",1
1993,"Vega","f",1
1993,"Vera","f",8
1993,"Veronica","f",2
1993,"Veronique","f",1
1993,"Vesa","f",1
1993,"Victoria","f",1
1993,"Vinitha","f",1
1993,"Vinotha","f",1
1993,"Viravi","f",1
1993,"Viviane","f",2
1993,"Vivien","f",1
1993,"Vivienne","f",1
1993,"Vladan","f",1
1993,"Wasanthi","f",1
1993,"Xenia","f",3
1993,"Xenja","f",1
1993,"Xu","f",1
1993,"Yael","f",1
1993,"Yasemin","f",2
1993,"Yasmin","f",6
1993,"Yasmina","f",1
1993,"Yelena","f",1
1993,"Yitty","f",1
1993,"Ylberina","f",1
1993,"Yllnora","f",1
1993,"Yui","f",1
1993,"Yukino","f",1
1993,"Zakiya","f",1
1993,"Zana","f",1
1993,"Zara-Alexandra","f",1
1993,"Zarah","f",1
1993,"Zaynab","f",1
1993,"Zemrije","f",1
1993,"Zerije","f",1
1993,"Zeruja","f",1
1993,"Zigani","f",1
1993,"Zoe","f",3
1993,"Zoé","f",1
1993,"Zora","f",1
1993,"Zorica","f",1
1994,"Ada","f",1
1994,"Adela","f",1
1994,"Adele","f",1
1994,"Adelina","f",2
1994,"Adelisa","f",1
1994,"Adriana","f",3
1994,"Adrienne","f",1
1994,"Agathe","f",1
1994,"Ahintha","f",1
1994,"Aika","f",1
1994,"Aileen","f",1
1994,"Aiyana","f",1
1994,"Ajana","f",1
1994,"Ajla","f",1
1994,"Ajshe","f",1
1994,"Alaá","f",1
1994,"Alana","f",1
1994,"Alba","f",4
1994,"Albana","f",1
1994,"Albina","f",2
1994,"Albiona","f",1
1994,"Albulena","f",2
1994,"Aldina","f",1
1994,"Aleksandra","f",2
1994,"Alena","f",1
1994,"Alenka","f",1
1994,"Alenso","f",1
1994,"Alessandra","f",11
1994,"Alessia","f",4
1994,"Alexandra","f",8
1994,"Alice","f",2
1994,"Alicia","f",1
1994,"Alina","f",3
1994,"Aline","f",6
1994,"Alisha","f",1
1994,"Alison","f",1
1994,"Alissa","f",2
1994,"Alma","f",2
1994,"Almasa","f",1
1994,"Almudena","f",1
1994,"Amadea","f",1
1994,"Amanda","f",3
1994,"Amandine","f",1
1994,"Amazona","f",1
1994,"Amber","f",1
1994,"Amela","f",1
1994,"Amelia","f",1
1994,"Amina","f",3
1994,"Amira","f",1
1994,"Amné","f",1
1994,"Amtul","f",1
1994,"Ana","f",5
1994,"Anais","f",1
1994,"Anaïs","f",1
1994,"Anastasia","f",1
1994,"Andjela","f",1
1994,"Andrea","f",8
1994,"Angela","f",7
1994,"Angelica","f",1
1994,"Angeliki","f",1
1994,"Anina","f",2
1994,"Anita","f",1
1994,"Anja","f",3
1994,"Ann","f",1
1994,"Anna","f",16
1994,"Anna Maria","f",1
1994,"Anna-Christin","f",1
1994,"Annabelle","f",1
1994,"Anne","f",4
1994,"Anne-Cathérine","f",1
1994,"Anne-Christine","f",1
1994,"Annelisa","f",1
1994,"Annick","f",1
1994,"Annik","f",2
1994,"Annika","f",2
1994,"Annina","f",3
1994,"Anouk","f",3
1994,"Antigona","f",1
1994,"Antonia","f",2
1994,"Antonietta","f",1
1994,"Anuschka","f",1
1994,"Aparna","f",1
1994,"Arbenita","f",1
1994,"Arbëresha","f",1
1994,"Arbnora","f",1
1994,"Arbnore","f",1
1994,"Archana","f",1
1994,"Ariana","f",2
1994,"Ariane","f",2
1994,"Arianna","f",1
1994,"Arila","f",1
1994,"Arina","f",1
1994,"Arjeta","f",1
1994,"Arlinda","f",1
1994,"Arline","f",1
1994,"Arta","f",3
1994,"Asli","f",2
1994,"Athanasia","f",1
1994,"Awnore","f",1
1994,"Ayako","f",1
1994,"Ayana","f",1
1994,"Aylin","f",4
1994,"Ayse","f",1
1994,"Aysenur","f",1
1994,"Aysin","f",1
1994,"Ayten","f",1
1994,"Azra","f",1
1994,"Barbara","f",2
1994,"Basak","f",1
1994,"Bavithra","f",1
1994,"Beatrice","f",1
1994,"Beatriz","f",1
1994,"Belgin","f",1
1994,"Belinda","f",1
1994,"Berfin","f",2
1994,"Beritan","f",1
1994,"Bernadette","f",1
1994,"Beryl","f",1
1994,"Bettina","f",3
1994,"Betül","f",1
1994,"Bianca","f",1
1994,"Bisera","f",1
1994,"Blanca","f",1
1994,"Bojana","f",1
1994,"Bonnie","f",1
1994,"Borna","f",1
1994,"Bozi","f",1
1994,"Bracha","f",3
1994,"Brenda","f",3
1994,"Brianna","f",1
1994,"Brigitte","f",1
1994,"Brita","f",1
1994,"Camille","f",1
1994,"Canan","f",1
1994,"Carina","f",1
1994,"Carla","f",1
1994,"Carlotta","f",1
1994,"Carmen","f",3
1994,"Carmina","f",1
1994,"Carmine","f",1
1994,"Carmo","f",1
1994,"Carolina","f",1
1994,"Caroline","f",9
1994,"Catarina","f",3
1994,"Catherine","f",3
1994,"Cécile","f",1
1994,"Cecilia","f",2
1994,"Celia","f",1
1994,"Celina","f",1
1994,"Céline","f",6
1994,"Cerine","f",1
1994,"Ceylan","f",1
1994,"Chadieja","f",1
1994,"Chaja","f",2
1994,"Chaje","f",1
1994,"Chanah","f",1
1994,"Chantal","f",6
1994,"Chantale","f",1
1994,"Charlotte","f",1
1994,"Charo","f",1
1994,"Charuga","f",1
1994,"Chiara","f",5
1994,"Chloé","f",1
1994,"Christal","f",1
1994,"Christiana","f",1
1994,"Christiane","f",1
1994,"Christianna","f",1
1994,"Christina","f",5
1994,"Çilem","f",1
1994,"Claire","f",1
1994,"Clara","f",1
1994,"Claudia","f",6
1994,"Corina","f",6
1994,"Corinna","f",1
1994,"Corinne","f",1
1994,"Cornelia","f",1
1994,"Coumba","f",1
1994,"Cristina","f",5
1994,"Cynthia","f",1
1994,"Cyrilla","f",1
1994,"Dafina","f",4
1994,"Dajana","f",1
1994,"Daksha","f",1
1994,"Daline","f",1
1994,"Damaris","f",2
1994,"Danae","f",1
1994,"Daniela","f",2
1994,"Danijela","f",2
1994,"Danusheya","f",1
1994,"Daria","f",1
1994,"Daryl","f",1
1994,"Debby","f",1
1994,"Debora","f",4
1994,"Deborah","f",8
1994,"Dejana","f",1
1994,"Delia","f",3
1994,"Delphine","f",1
1994,"Denise","f",4
1994,"Deniz","f",2
1994,"Derman","f",1
1994,"Derya","f",1
1994,"Deshira","f",1
1994,"Désirée","f",6
1994,"Dewora","f",1
1994,"Deya","f",1
1994,"Diana","f",3
1994,"Diellza","f",1
1994,"Dilara","f",1
1994,"Dina","f",1
1994,"Dinah","f",2
1994,"Dominique","f",2
1994,"Donjeta","f",1
1994,"Dora","f",1
1994,"Dorentina","f",2
1994,"Doris","f",2
1994,"Dorothée","f",1
1994,"Dorothy","f",1
1994,"Doruntina","f",1
1994,"Doushka","f",1
1994,"Dragana","f",1
1994,"Drilona","f",1
1994,"Dunja","f",1
1994,"Ebru","f",2
1994,"Edina","f",1
1994,"Edlira","f",1
1994,"Egzona","f",1
1994,"Egzonë","f",1
1994,"Ejona","f",1
